Age,Gender,Education,Job_Role,Department,Experience,Salary
49.0,Male,Bachelor's,Analyst,Operations,24.0,81004
34.0,Male,Bachelor's,Director,Marketing,8.0,91625
51.0,Male,Master's,Analyst,HR,,102545
44.0,Male,Bachelor's,Intern,HR,22.0,74622
38.0,Male,PhD,Manager,IT,14.0,104858
29.0,Male,PhD,Analyst,HR,3.0,73486
45.0,Female,Master's,Manager,HR,19.0,114003
44.0,Female,Bachelor's,Engineer,Marketing,22.0,98144
45.0,Male,Master's,Analyst,HR,23.0,93264
32.0,Female,High School,Intern,Marketing,6.0,40551
50.0,Female,High School,Engineer,Finance,26.0,101554
35.0,Female,Bachelor's,Engineer,Marketing,13.0,78596
51.0,Male,Bachelor's,Analyst,Finance,29.0,97881
48.0,Female,Master's,Engineer,Marketing,25.0,109605
28.0,Female,Master's,Intern,Operations,3.0,43640
26.0,Male,Master's,Engineer,Finance,3.0,67377
47.0,Male,Bachelor's,Intern,Finance,23.0,73340
52.0,Male,Bachelor's,Intern,HR,27.0,70502
39.0,Female,Bachelor's,Analyst,Finance,13.0,57519
,Female,PhD,Analyst,Marketing,24.0,118509
30.0,Female,High School,Intern,Operations,,34168
37.0,Male,Master's,Engineer,Operations,14.0,95595
36.0,Male,Bachelor's,Analyst,HR,11.0,67670
37.0,Male,Bachelor's,Engineer,Marketing,13.0,93133
37.0,Female,Master's,Manager,Marketing,12.0,109459
55.0,Female,Bachelor's,Director,IT,29.0,132307
43.0,Female,Master's,Analyst,Finance,18.0,77906
34.0,Male,PhD,Analyst,HR,11.0,90168
38.0,Male,Bachelor's,Intern,Operations,15.0,54290
49.0,Female,Bachelor's,Director,IT,25.0,128858
40.0,Female,Bachelor's,Manager,Marketing,15.0,91550
23.0,Female,PhD,Director,Finance,0.0,99505
36.0,Male,Bachelor's,Engineer,Operations,14.0,94625
27.0,Female,Master's,Director,IT,4.0,101229
31.0,Male,Master's,Engineer,Marketing,,73594
48.0,Female,Master's,Analyst,Operations,26.0,95908
49.0,Female,High School,Manager,Operations,24.0,103192
44.0,Female,Master's,Engineer,Marketing,,95734
38.0,Female,PhD,Intern,Marketing,16.0,81261
33.0,Female,Bachelor's,Engineer,HR,10.0,72925
50.0,Female,Bachelor's,Intern,Operations,26.0,66294
27.0,Female,PhD,Intern,Marketing,,57409
41.0,Female,Bachelor's,Analyst,IT,17.0,72468
43.0,Female,Master's,Director,Finance,19.0,123227
38.0,Female,Bachelor's,Engineer,HR,13.0,80500
47.0,Male,Bachelor's,Intern,Marketing,22.0,75328
33.0,Male,Master's,Engineer,Finance,8.0,85583
50.0,Female,Bachelor's,Manager,HR,27.0,104454
,Female,Bachelor's,Engineer,Operations,2.0,64758
26.0,Male,Bachelor's,Analyst,Finance,2.0,50777
32.0,Male,Bachelor's,Analyst,HR,,63470
41.0,Male,Bachelor's,Engineer,Marketing,19.0,81538
44.0,Female,Bachelor's,Director,Marketing,22.0,103141
43.0,Female,PhD,Manager,HR,21.0,128981
51.0,Female,Bachelor's,Manager,Operations,29.0,116316
30.0,Female,Master's,Engineer,HR,4.0,77461
25.0,Male,Bachelor's,Engineer,IT,3.0,63060
33.0,Male,Master's,Analyst,HR,11.0,67318
45.0,Male,High School,Director,HR,23.0,109771
,Male,PhD,Intern,Marketing,11.0,65435
29.0,Female,Bachelor's,Engineer,Operations,3.0,69542
,Male,Bachelor's,Analyst,HR,2.0,54676
47.0,Male,High School,Analyst,Finance,22.0,78305
24.0,Female,Bachelor's,Manager,Marketing,1.0,77433
29.0,Female,Bachelor's,Manager,Marketing,3.0,68796
48.0,Female,Bachelor's,Director,HR,23.0,118674
28.0,Male,Master's,Engineer,Finance,3.0,70395
48.0,Male,Bachelor's,Director,HR,25.0,124337
52.0,Female,Bachelor's,Manager,Finance,27.0,111220
30.0,Female,Master's,Engineer,Marketing,6.0,80545
24.0,Female,Master's,Engineer,Finance,1.0,73284
33.0,Female,Bachelor's,Analyst,HR,10.0,63721
28.0,Male,Bachelor's,Engineer,IT,4.0,69398
50.0,Female,High School,Intern,IT,27.0,72381
37.0,Male,Master's,Engineer,Finance,12.0,88618
28.0,Female,Master's,Director,HR,3.0,100280
33.0,Female,Bachelor's,Manager,Operations,8.0,89308
30.0,Male,Master's,Analyst,IT,6.0,65171
54.0,Female,Master's,Manager,Marketing,29.0,121787
48.0,Female,Bachelor's,Engineer,HR,24.0,99737
50.0,Female,Master's,Engineer,HR,26.0,106108
52.0,Male,Bachelor's,Analyst,IT,28.0,91952
35.0,Male,High School,Engineer,Operations,12.0,71328
,Female,Bachelor's,Analyst,Marketing,9.0,71932
30.0,Female,High School,Analyst,Operations,6.0,54792
42.0,Male,Bachelor's,Engineer,Marketing,17.0,93667
51.0,Male,PhD,Engineer,IT,27.0,120556
39.0,Male,High School,Intern,HR,17.0,56935
24.0,Female,High School,Engineer,Marketing,1.0,57578
45.0,Female,Bachelor's,Director,HR,20.0,113712
23.0,Female,PhD,Engineer,Finance,0.0,72293
35.0,Female,Bachelor's,Manager,Finance,12.0,94904
44.0,Male,Bachelor's,Engineer,IT,22.0,97555
25.0,Male,High School,Intern,IT,1.0,38636
28.0,Male,High School,Engineer,IT,3.0,62792
34.0,Female,PhD,Director,Finance,8.0,111820
30.0,Male,PhD,Engineer,Marketing,7.0,82927
51.0,Female,High School,Analyst,Operations,25.0,81243
43.0,Male,PhD,Manager,IT,17.0,115624
,Female,Master's,Analyst,Operations,29.0,98695
41.0,Female,Master's,Engineer,Operations,15.0,95230
28.0,Male,Bachelor's,Analyst,Finance,3.0,48561
27.0,Male,Bachelor's,Manager,Marketing,3.0,75403
43.0,Male,Bachelor's,Intern,Finance,17.0,77760
25.0,Male,Master's,Engineer,IT,1.0,66577
45.0,Male,High School,Director,Finance,20.0,110209
33.0,Male,High School,Engineer,Finance,10.0,74025
41.0,Female,Bachelor's,Engineer,Finance,19.0,94734
47.0,Male,Master's,Intern,IT,23.0,83884
25.0,Female,Bachelor's,Intern,IT,3.0,44758
46.0,Female,Master's,Director,Finance,23.0,128419
38.0,Female,PhD,Engineer,Finance,13.0,104683
43.0,Male,High School,Engineer,Operations,20.0,90907
38.0,Male,Master's,Analyst,Marketing,16.0,87017
54.0,Male,Bachelor's,Engineer,Operations,29.0,113501
55.0,Male,Master's,Engineer,Marketing,29.0,118263
50.0,Male,Bachelor's,Director,Marketing,24.0,120335
31.0,Male,Master's,Intern,Finance,7.0,53045
26.0,Female,Master's,Engineer,Operations,0.0,71850
49.0,Female,PhD,Analyst,Marketing,27.0,107954
44.0,Female,Master's,Intern,Marketing,,75313
42.0,Female,Bachelor's,Analyst,IT,18.0,84663
,Female,Master's,Manager,Marketing,20.0,110112
,Male,Master's,Analyst,Finance,6.0,66239
24.0,Male,Bachelor's,Engineer,HR,0.0,63496
26.0,Female,High School,Intern,IT,,29258
35.0,Female,PhD,Analyst,HR,9.0,70340
34.0,Female,Master's,Engineer,Finance,12.0,85695
45.0,Male,Master's,Engineer,HR,21.0,96579
53.0,Male,Bachelor's,Intern,Marketing,29.0,88340
,Male,Master's,Intern,HR,4.0,47863
34.0,Male,Bachelor's,Analyst,Operations,11.0,66288
51.0,Male,Master's,Analyst,Finance,27.0,98758
50.0,Male,High School,Manager,Operations,28.0,110493
28.0,Male,Master's,Engineer,HR,2.0,74300
53.0,Female,PhD,Manager,Operations,28.0,133568
44.0,Female,High School,Analyst,IT,18.0,64602
28.0,Male,PhD,Analyst,HR,3.0,69128
36.0,Female,Bachelor's,Manager,Operations,14.0,88065
35.0,Male,Master's,Analyst,Marketing,12.0,77894
34.0,Female,Master's,Intern,HR,10.0,57149
47.0,Male,Bachelor's,Analyst,IT,25.0,94242
26.0,Male,Master's,Analyst,Marketing,1.0,49612
52.0,Female,Master's,Intern,HR,28.0,97622
33.0,Male,Bachelor's,Engineer,Marketing,8.0,75167
54.0,Female,Bachelor's,Manager,HR,28.0,114467
37.0,Male,Master's,Analyst,HR,11.0,77252
,Female,Master's,Manager,Finance,3.0,93809
49.0,Male,Master's,Manager,Operations,25.0,128930
41.0,Female,Master's,Engineer,HR,18.0,96977
32.0,Male,Bachelor's,Director,IT,9.0,89524
35.0,Female,Master's,Manager,Operations,10.0,96578
29.0,Female,High School,Engineer,Finance,6.0,60352
35.0,Female,Bachelor's,Manager,Operations,12.0,95278
33.0,Female,High School,Manager,Operations,8.0,75933
36.0,Male,Bachelor's,Analyst,HR,11.0,60842
53.0,Female,Bachelor's,Engineer,IT,28.0,101385
25.0,Male,Bachelor's,Engineer,HR,1.0,70327
54.0,Male,Master's,Engineer,IT,29.0,114151
45.0,Male,Bachelor's,Director,IT,21.0,122414
44.0,Male,Bachelor's,Engineer,Marketing,20.0,89932
24.0,Male,Bachelor's,Intern,HR,0.0,43885
51.0,Male,Bachelor's,Engineer,Finance,26.0,96656
29.0,Male,Bachelor's,Engineer,Operations,6.0,67214
,Male,High School,Director,Marketing,0.0,84833
50.0,Female,Master's,Engineer,Finance,25.0,114107
47.0,Female,Master's,Engineer,HR,24.0,96465
,Male,Master's,Analyst,IT,15.0,85474
27.0,Female,Bachelor's,Engineer,HR,3.0,59804
55.0,Female,Bachelor's,Engineer,HR,29.0,110820
29.0,Male,Master's,Intern,Marketing,7.0,61686
41.0,Female,Bachelor's,Engineer,Finance,16.0,93883
44.0,Female,Bachelor's,Intern,Marketing,,76519
,Female,High School,Manager,Finance,18.0,94178
27.0,Male,Bachelor's,Engineer,Marketing,3.0,65261
49.0,Male,Bachelor's,Engineer,Operations,27.0,102394
26.0,Female,Bachelor's,Director,IT,3.0,89871
30.0,Male,Bachelor's,Intern,IT,7.0,47201
33.0,Male,Bachelor's,Analyst,IT,9.0,62566
47.0,Female,Master's,Engineer,Operations,25.0,113136
52.0,Female,Master's,Engineer,Operations,28.0,105527
38.0,Female,Master's,Analyst,IT,15.0,85899
42.0,Female,Master's,Manager,IT,18.0,108957
26.0,Male,PhD,Intern,Finance,0.0,46638
26.0,Male,High School,Engineer,Finance,4.0,62972
24.0,Male,Bachelor's,Manager,HR,1.0,67733
52.0,Male,High School,Manager,Marketing,28.0,108433
48.0,Male,Master's,Engineer,Finance,26.0,119601
39.0,Male,Master's,Analyst,Finance,15.0,78258
35.0,Male,Bachelor's,Manager,Finance,12.0,90127
51.0,Male,PhD,Intern,Finance,29.0,101432
28.0,Male,High School,Manager,Operations,5.0,76675
29.0,Female,PhD,Analyst,HR,,73678
50.0,Male,Bachelor's,Analyst,Finance,24.0,83725
31.0,Male,High School,Analyst,Marketing,6.0,53373
23.0,Male,Bachelor's,Manager,Finance,1.0,72653
48.0,Female,Bachelor's,Director,Operations,22.0,121333
34.0,Female,Bachelor's,Analyst,IT,9.0,62850
35.0,Male,Bachelor's,Director,IT,13.0,109319
30.0,Male,Master's,Manager,HR,7.0,97021
26.0,Female,Bachelor's,Manager,IT,2.0,79177
26.0,Male,Bachelor's,Intern,Finance,2.0,37154
49.0,Female,Master's,Analyst,Operations,26.0,89461
27.0,Male,Master's,Intern,HR,1.0,41837
51.0,Female,Bachelor's,Analyst,Finance,27.0,85633
39.0,Female,Bachelor's,Engineer,IT,16.0,100958
43.0,Male,High School,Intern,Marketing,18.0,60296
34.0,Female,Bachelor's,Intern,Finance,9.0,52632
34.0,Female,Master's,Engineer,Marketing,11.0,83734
48.0,Female,Bachelor's,Manager,Marketing,26.0,117687
48.0,Male,Bachelor's,Manager,HR,22.0,106037
36.0,Male,Master's,Director,Operations,10.0,110709
31.0,Female,High School,Analyst,IT,8.0,56995
53.0,Female,Bachelor's,Director,IT,29.0,131583
50.0,Male,Bachelor's,Engineer,Finance,24.0,98341
38.0,Male,PhD,Engineer,IT,12.0,90927
30.0,Male,Bachelor's,Engineer,HR,5.0,69799
38.0,Female,Master's,Engineer,IT,13.0,94931
46.0,Male,Bachelor's,Intern,Finance,21.0,73270
,Male,High School,Engineer,IT,10.0,70589
30.0,Male,Master's,Intern,Operations,4.0,56076
27.0,Male,PhD,Analyst,Marketing,1.0,61512
30.0,Female,Master's,Manager,Marketing,6.0,90199
40.0,Female,Master's,Director,Marketing,16.0,117795
29.0,Male,Master's,Manager,Operations,5.0,84144
35.0,Female,Bachelor's,Manager,HR,13.0,96073
29.0,Male,Bachelor's,Manager,Finance,3.0,81913
28.0,Female,Master's,Intern,Operations,2.0,49820
33.0,Male,Bachelor's,Director,Finance,10.0,102004
51.0,Male,Master's,Analyst,HR,,97025
22.0,Female,PhD,Director,Operations,0.0,99076
36.0,Male,Bachelor's,Engineer,IT,13.0,74687
29.0,Male,Bachelor's,Engineer,HR,,68573
50.0,Female,Master's,Intern,Marketing,28.0,85017
44.0,Male,Bachelor's,Engineer,Operations,22.0,90985
48.0,Female,Master's,Director,HR,26.0,133277
41.0,Male,Bachelor's,Engineer,HR,16.0,84145
49.0,Male,Master's,Analyst,Operations,26.0,89963
42.0,Female,High School,Engineer,Marketing,16.0,75229
47.0,Female,Master's,Analyst,Marketing,22.0,90337
34.0,Male,Bachelor's,Director,HR,10.0,95513
52.0,Male,Bachelor's,Engineer,Finance,27.0,104255
45.0,Female,Bachelor's,Engineer,HR,21.0,93878
32.0,Female,Master's,Analyst,Operations,6.0,62626
38.0,Male,Master's,Engineer,Operations,12.0,91897
30.0,Male,Bachelor's,Director,Operations,,103437
,Male,High School,Analyst,Marketing,7.0,52145
34.0,Female,High School,Manager,IT,8.0,76943
52.0,Male,Master's,Intern,Operations,28.0,86405
50.0,Female,Master's,Manager,Operations,24.0,115374
29.0,Male,Bachelor's,Director,Finance,6.0,90319
48.0,Female,Bachelor's,Analyst,Finance,24.0,86574
43.0,Male,Bachelor's,Engineer,HR,21.0,89691
31.0,Female,Bachelor's,Intern,HR,8.0,37002
33.0,Female,Bachelor's,Manager,HR,10.0,99157
23.0,Male,PhD,Manager,Operations,1.0,99986
52.0,Female,High School,Manager,Finance,26.0,105557
40.0,Female,Master's,Engineer,HR,17.0,89001
51.0,Female,Bachelor's,Analyst,Finance,29.0,104995
43.0,Male,Bachelor's,Director,Operations,21.0,120097
25.0,Male,Master's,Manager,Operations,2.0,83165
42.0,Male,Master's,Engineer,HR,17.0,103065
,Male,PhD,Intern,Operations,15.0,71522
32.0,Female,High School,Engineer,Operations,7.0,54115
48.0,Female,High School,Engineer,Finance,,83733
29.0,Male,Master's,Intern,IT,7.0,60099
29.0,Female,Bachelor's,Director,Marketing,5.0,104895
47.0,Female,Bachelor's,Engineer,HR,24.0,94435
48.0,Male,High School,Analyst,IT,24.0,72176
27.0,Male,High School,Analyst,HR,1.0,43663
38.0,Female,Master's,Manager,IT,15.0,104442
49.0,Male,Bachelor's,Engineer,Operations,25.0,108918
46.0,Female,Bachelor's,Director,HR,20.0,117270
33.0,Female,Bachelor's,Intern,IT,8.0,60565
44.0,Male,Bachelor's,Director,Marketing,18.0,119879
43.0,Male,High School,Engineer,Operations,20.0,88617
37.0,Female,Bachelor's,Director,HR,14.0,99679
46.0,Male,High School,Engineer,HR,23.0,86528
27.0,Female,Master's,Analyst,IT,1.0,60780
37.0,Female,Bachelor's,Analyst,HR,14.0,57907
47.0,Male,Bachelor's,Engineer,Operations,21.0,90168
32.0,Male,Master's,Intern,Finance,,59389
41.0,Male,Master's,Analyst,IT,19.0,82578
33.0,Male,Bachelor's,Analyst,Marketing,11.0,77066
38.0,Female,Bachelor's,Intern,HR,14.0,61480
37.0,Male,Bachelor's,Analyst,Operations,15.0,71467
51.0,Male,Master's,Director,HR,,128305
53.0,Male,PhD,Engineer,Marketing,27.0,115850
31.0,Female,Master's,Analyst,Operations,,73477
,Male,Bachelor's,Intern,Marketing,2.0,37956
28.0,Male,Master's,Analyst,Operations,5.0,63509
45.0,Male,Bachelor's,Manager,Finance,22.0,100495
51.0,Male,High School,Engineer,Operations,25.0,92332
28.0,Male,Bachelor's,Analyst,Marketing,2.0,54599
42.0,Female,PhD,Analyst,IT,20.0,96924
37.0,Female,Bachelor's,Analyst,Finance,12.0,62111
37.0,Female,Master's,Analyst,HR,11.0,77053
32.0,Male,Bachelor's,Director,Finance,7.0,94444
27.0,Male,Bachelor's,Engineer,Finance,1.0,64688
32.0,Female,High School,Engineer,HR,6.0,66952
52.0,Male,Bachelor's,Engineer,Operations,28.0,106102
41.0,Female,Master's,Intern,Finance,,73269
30.0,Male,Bachelor's,Intern,Finance,6.0,50451
22.0,Female,Master's,Manager,IT,0.0,86367
27.0,Female,Master's,Intern,IT,3.0,55376
38.0,Male,PhD,Engineer,Marketing,14.0,105003
25.0,Male,Bachelor's,Engineer,HR,3.0,68673
36.0,Male,Bachelor's,Manager,Operations,11.0,94707
38.0,Male,Bachelor's,Manager,Operations,15.0,97356
46.0,Male,PhD,Engineer,Marketing,20.0,111440
42.0,Female,PhD,Engineer,Operations,17.0,101213
35.0,Male,Bachelor's,Intern,Operations,13.0,48695
37.0,Female,Master's,Director,IT,13.0,120755
50.0,Male,Bachelor's,Engineer,Operations,27.0,103469
34.0,Female,Master's,Manager,Operations,10.0,97847
53.0,Female,High School,Engineer,Marketing,27.0,98993
37.0,Female,Master's,Analyst,Marketing,15.0,77182
37.0,Male,High School,Engineer,Finance,14.0,74465
46.0,Female,Master's,Engineer,Operations,21.0,98579
30.0,Male,Master's,Analyst,Operations,5.0,64563
51.0,Female,Master's,Director,Operations,29.0,135545
45.0,Male,High School,Engineer,IT,23.0,85729
36.0,Female,Bachelor's,Manager,Operations,12.0,93937
48.0,Male,Bachelor's,Analyst,IT,25.0,78191
53.0,Male,Bachelor's,Analyst,Finance,27.0,97088
38.0,Female,High School,Intern,HR,,50441
26.0,Female,PhD,Manager,Operations,3.0,96930
33.0,Male,Bachelor's,Intern,Marketing,11.0,57214
39.0,Female,Bachelor's,Intern,Marketing,17.0,62014
51.0,Male,Bachelor's,Engineer,Operations,26.0,103171
30.0,Male,Bachelor's,Engineer,IT,7.0,67085
,Female,Master's,Intern,Marketing,11.0,59762
28.0,Male,Bachelor's,Intern,Marketing,3.0,41289
52.0,Female,PhD,Manager,Finance,29.0,135772
32.0,Male,Bachelor's,Director,Finance,7.0,94800
52.0,Male,PhD,Director,Finance,28.0,143190
27.0,Male,Master's,Engineer,Marketing,1.0,75645
54.0,Male,Bachelor's,Manager,Marketing,,117981
53.0,Female,PhD,Director,Operations,29.0,157188
25.0,Male,High School,Manager,Operations,3.0,65972
36.0,Female,Master's,Analyst,IT,11.0,68072
50.0,Male,Bachelor's,Engineer,Marketing,24.0,107556
43.0,Male,Master's,Analyst,Operations,20.0,89311
43.0,Female,Master's,Analyst,Operations,21.0,96160
35.0,Male,Master's,Intern,Finance,9.0,54472
39.0,Male,Master's,Analyst,Finance,14.0,76559
53.0,Female,Bachelor's,Analyst,Finance,27.0,91168
33.0,Male,High School,Engineer,HR,8.0,66001
30.0,Male,Bachelor's,Manager,Operations,8.0,85619
30.0,Male,Bachelor's,Engineer,Finance,6.0,63082
51.0,Female,Master's,Analyst,Finance,26.0,96426
26.0,Female,Bachelor's,Analyst,Marketing,1.0,53205
28.0,Female,PhD,Analyst,Finance,,73314
30.0,Female,Master's,Engineer,Marketing,8.0,86900
40.0,Female,Master's,Engineer,IT,17.0,100417
44.0,Female,High School,Intern,Finance,22.0,64090
37.0,Female,Master's,Engineer,Marketing,11.0,82866
31.0,Female,PhD,Analyst,Finance,,76789
42.0,Male,Bachelor's,Manager,IT,18.0,103486
43.0,Female,Master's,Engineer,Finance,21.0,101993
48.0,Male,Master's,Manager,Marketing,23.0,112770
39.0,Male,Bachelor's,Engineer,IT,15.0,88721
48.0,Male,Bachelor's,Manager,IT,25.0,113642
33.0,Male,Bachelor's,Director,IT,7.0,94504
52.0,Male,High School,Intern,HR,29.0,74276
40.0,Female,Bachelor's,Engineer,Marketing,18.0,84389
31.0,Female,High School,Engineer,HR,5.0,52065
24.0,Male,High School,Engineer,IT,1.0,47863
54.0,Female,High School,Intern,HR,29.0,74809
23.0,Female,PhD,Intern,Finance,1.0,54005
51.0,Female,Bachelor's,Analyst,HR,28.0,94099
33.0,Female,PhD,Analyst,Operations,7.0,80653
52.0,Female,Bachelor's,Engineer,IT,26.0,102738
33.0,Male,Bachelor's,Analyst,IT,9.0,60281
,Male,Bachelor's,Engineer,Marketing,20.0,94058
46.0,Male,Bachelor's,Analyst,Finance,20.0,78059
32.0,Male,High School,Manager,Marketing,10.0,79386
45.0,Male,Master's,Intern,HR,19.0,79752
50.0,Female,Bachelor's,Intern,Operations,26.0,79852
,Female,Master's,Engineer,Operations,25.0,105413
43.0,Male,Master's,Manager,Operations,19.0,106412
48.0,Male,Bachelor's,Intern,Operations,23.0,79433
26.0,Female,High School,Analyst,Finance,2.0,44782
48.0,Female,Master's,Manager,HR,26.0,115274
,Male,Bachelor's,Engineer,Operations,15.0,82291
25.0,Male,High School,Analyst,IT,2.0,36245
32.0,Female,PhD,Engineer,HR,7.0,75440
40.0,Female,High School,Analyst,Finance,18.0,73772
36.0,Male,Master's,Manager,Operations,11.0,94100
42.0,Female,PhD,Engineer,Finance,17.0,97405
38.0,Female,Bachelor's,Engineer,Operations,12.0,77172
36.0,Male,High School,Analyst,IT,10.0,55314
50.0,Female,High School,Intern,HR,28.0,69028
35.0,Male,Bachelor's,Engineer,IT,12.0,75469
44.0,Female,High School,Manager,Operations,20.0,95793
52.0,Male,Master's,Manager,Marketing,26.0,119800
24.0,Female,High School,Engineer,HR,,65474
27.0,Female,Bachelor's,Analyst,Finance,5.0,55672
49.0,Male,PhD,Manager,Operations,26.0,128791
44.0,Male,Master's,Analyst,IT,,86424
24.0,Female,Master's,Analyst,Marketing,2.0,64238
,Male,Bachelor's,Manager,Operations,24.0,118327
51.0,Male,Master's,Analyst,Finance,25.0,95018
23.0,Female,Bachelor's,Engineer,IT,0.0,58849
38.0,Female,Bachelor's,Engineer,HR,13.0,82402
48.0,Female,High School,Engineer,Marketing,22.0,89385
44.0,Male,Master's,Manager,Operations,19.0,124954
,Female,Bachelor's,Manager,Operations,6.0,82253
49.0,Female,Bachelor's,Manager,Operations,24.0,108295
31.0,Male,Bachelor's,Manager,Operations,8.0,80223
23.0,Male,Bachelor's,Engineer,IT,0.0,60503
33.0,Male,Master's,Engineer,HR,9.0,81394
34.0,Female,Master's,Engineer,Finance,12.0,90733
34.0,Male,Master's,Engineer,Marketing,11.0,85152
29.0,Female,High School,Intern,Operations,3.0,29401
29.0,Female,Bachelor's,Director,Operations,6.0,89710
35.0,Female,Bachelor's,Analyst,HR,9.0,61388
43.0,Female,High School,Analyst,HR,21.0,77278
48.0,Male,Bachelor's,Analyst,IT,24.0,86891
52.0,Male,Master's,Analyst,IT,28.0,102350
31.0,Male,High School,Analyst,IT,6.0,51068
37.0,Male,Bachelor's,Engineer,Marketing,14.0,84987
40.0,Female,Bachelor's,Intern,IT,18.0,63236
31.0,Male,High School,Manager,Operations,6.0,70693
47.0,Female,Bachelor's,Analyst,IT,,83303
,Male,PhD,Engineer,Marketing,13.0,93053
45.0,Male,Master's,Engineer,IT,20.0,106320
35.0,Female,PhD,Director,IT,13.0,126386
42.0,Female,Bachelor's,Director,Operations,17.0,109365
32.0,Female,High School,Intern,Operations,9.0,44335
27.0,Male,Bachelor's,Engineer,Operations,2.0,68486
,Female,Bachelor's,Manager,IT,5.0,78545
52.0,Male,Master's,Analyst,Operations,28.0,99384
46.0,Female,High School,Manager,HR,21.0,92751
46.0,Male,Bachelor's,Analyst,Finance,22.0,78637
,Female,Bachelor's,Engineer,Finance,21.0,96859
30.0,Female,Bachelor's,Manager,Operations,8.0,86324
37.0,Female,Master's,Engineer,Marketing,13.0,89644
46.0,Female,Bachelor's,Analyst,Operations,20.0,85686
46.0,Male,Bachelor's,Analyst,Operations,20.0,77855
49.0,Male,Bachelor's,Analyst,IT,23.0,88071
,Male,Bachelor's,Analyst,Marketing,7.0,56367
23.0,Male,Master's,Analyst,Operations,0.0,55913
27.0,Female,Master's,Analyst,HR,2.0,57382
50.0,Female,PhD,Analyst,Finance,28.0,104037
43.0,Male,Master's,Intern,HR,21.0,86398
29.0,Male,Bachelor's,Engineer,HR,,63147
26.0,Male,Master's,Analyst,HR,,54504
39.0,Male,Bachelor's,Engineer,Marketing,17.0,77263
31.0,Male,Bachelor's,Intern,Marketing,9.0,48883
45.0,Female,Master's,Manager,Marketing,22.0,114092
38.0,Female,High School,Engineer,Finance,16.0,82230
47.0,Male,PhD,Manager,IT,,124990
45.0,Male,Bachelor's,Manager,Operations,20.0,98180
,Female,Master's,Manager,Operations,0.0,79475
46.0,Male,Master's,Manager,IT,21.0,114815
,Male,Master's,Intern,Operations,22.0,82794
30.0,Female,Master's,Intern,HR,7.0,53314
50.0,Female,Master's,Manager,Finance,28.0,119276
34.0,Female,High School,Engineer,Operations,11.0,68587
41.0,Male,Bachelor's,Manager,Finance,18.0,102715
36.0,Male,Bachelor's,Director,IT,13.0,109486
53.0,Female,Master's,Analyst,Operations,29.0,96380
43.0,Male,Bachelor's,Intern,Finance,18.0,61395
49.0,Male,Master's,Analyst,HR,26.0,86474
42.0,Male,High School,Engineer,HR,16.0,67724
49.0,Male,High School,Intern,IT,,64958
38.0,Male,Master's,Analyst,Marketing,15.0,75553
41.0,Female,High School,Engineer,Operations,,78590
26.0,Male,High School,Analyst,HR,4.0,49502
47.0,Female,High School,Engineer,HR,21.0,85071
41.0,Female,PhD,Analyst,IT,18.0,94388
,Male,Master's,Engineer,HR,3.0,79021
30.0,Female,Bachelor's,Engineer,Operations,4.0,69230
27.0,Female,Bachelor's,Intern,IT,4.0,43001
50.0,Male,Bachelor's,Intern,Finance,24.0,76299
46.0,Female,Master's,Analyst,IT,23.0,83034
,Male,Master's,Manager,Operations,0.0,80712
43.0,Male,Bachelor's,Analyst,Operations,17.0,78706
49.0,Female,Bachelor's,Analyst,Finance,27.0,89769
36.0,Male,High School,Analyst,IT,14.0,64139
43.0,Female,Master's,Intern,Operations,,74998
53.0,Female,Master's,Intern,Operations,27.0,89536
42.0,Male,Bachelor's,Analyst,Finance,18.0,81440
44.0,Male,High School,Analyst,Marketing,22.0,64494
35.0,Male,High School,Analyst,IT,,58191
48.0,Male,PhD,Engineer,Operations,26.0,106880
28.0,Male,Bachelor's,Manager,HR,5.0,61692
40.0,Male,Master's,Analyst,Finance,17.0,86420
29.0,Male,Master's,Director,Marketing,7.0,108466
27.0,Male,Bachelor's,Engineer,Marketing,4.0,65471
44.0,Male,Bachelor's,Intern,Finance,21.0,66041
30.0,Male,High School,Manager,Marketing,7.0,75624
53.0,Female,Master's,Engineer,Operations,28.0,125999
31.0,Female,Master's,Director,Marketing,5.0,96275
32.0,Male,Master's,Director,IT,9.0,100752
27.0,Male,Bachelor's,Engineer,HR,,67997
37.0,Male,High School,Engineer,Operations,12.0,75266
29.0,Male,PhD,Intern,Finance,6.0,64928
54.0,Male,Master's,Analyst,HR,29.0,101874
27.0,Female,Bachelor's,Analyst,Operations,3.0,52933
37.0,Male,PhD,Engineer,HR,12.0,88501
31.0,Male,Master's,Director,Marketing,5.0,110800
40.0,Female,Bachelor's,Director,Finance,15.0,118143
44.0,Male,Master's,Intern,Finance,21.0,75007
48.0,Male,Master's,Engineer,IT,,116036
44.0,Female,Master's,Analyst,Marketing,20.0,89711
53.0,Male,High School,Manager,IT,28.0,99172
24.0,Male,Bachelor's,Director,IT,,77633
55.0,Female,PhD,Analyst,Marketing,29.0,113308
48.0,Male,Bachelor's,Analyst,Operations,23.0,90936
37.0,Female,Bachelor's,Analyst,IT,12.0,69774
53.0,Male,Bachelor's,Manager,HR,29.0,118774
50.0,Female,Bachelor's,Intern,Operations,25.0,71102
26.0,Female,Master's,Manager,Marketing,1.0,77875
41.0,Male,PhD,Intern,Finance,19.0,86337
52.0,Female,Bachelor's,Analyst,Operations,28.0,92240
